mean_phred_score	n_sequences	sample	read_pair	stage
30	42429	HTP_11_24_2020_INF_unenriched	2	raw_concat
31	60022	HTP_11_24_2020_INF_unenriched	2	raw_concat
32	83474	HTP_11_24_2020_INF_unenriched	2	raw_concat
33	133078	HTP_11_24_2020_INF_unenriched	2	raw_concat
34	243798	HTP_11_24_2020_INF_unenriched	2	raw_concat
35	808154	HTP_11_24_2020_INF_unenriched	2	raw_concat
36	7254309	HTP_11_24_2020_INF_unenriched	2	raw_concat
37	2304607	HTP_11_24_2020_INF_unenriched	2	raw_concat
14	1	HTP_11_3_2020_INF_unenriched	1	raw_concat
15	5	HTP_11_3_2020_INF_unenriched	1	raw_concat
16	12	HTP_11_3_2020_INF_unenriched	1	raw_concat
17	38	HTP_11_3_2020_INF_unenriched	1	raw_concat
18	47	HTP_11_3_2020_INF_unenriched	1	raw_concat
19	109	HTP_11_3_2020_INF_unenriched	1	raw_concat
20	217	HTP_11_3_2020_INF_unenriched	1	raw_concat
21	382	HTP_11_3_2020_INF_unenriched	1	raw_concat
22	721	HTP_11_3_2020_INF_unenriched	1	raw_concat
23	1521	HTP_11_3_2020_INF_unenriched	1	raw_concat
24	3131	HTP_11_3_2020_INF_unenriched	1	raw_concat
